N,P,K,pH,Moisture,Fertility
69.98,30.25,36.16,5.89,27.84,Medium
50.92,15.0,44.55,5.5,51.46,Medium
43.86,15.0,49.77,6.14,59.58,Medium
54.5,27.31,28.04,6.91,51.4,Medium
98.66,38.39,49.79,7.89,64.03,High
75.3,56.88,42.42,7.13,70.15,High
32.07,8.3,7.46,5.45,21.99,Low
91.26,48.11,60.96,7.14,69.92,High
51.34,33.46,21.45,5.58,62.16,Medium
63.91,48.85,48.6,6.7,68.0,High
110.81,47.98,43.89,6.0,69.35,High
22.09,12.47,15.12,5.07,19.09,Low
103.58,60.86,43.85,6.0,58.19,High
75.71,67.26,55.72,6.72,69.56,High
24.94,13.94,15.61,5.39,34.18,Low
56.14,32.86,15.0,6.98,32.15,Medium
93.16,62.79,56.77,6.49,62.03,High
33.9,21.13,38.92,6.01,68.71,Medium
38.4,41.22,36.71,5.97,53.84,Medium
13.29,9.36,4.25,4.67,26.95,Low
48.94,11.88,8.12,4.6,21.34,Low
65.75,16.87,39.22,6.38,47.83,Medium
26.37,7.79,15.81,5.66,22.0,Low
19.92,19.28,15.22,5.06,21.23,Low
76.43,58.93,66.58,6.17,62.63,High
84.06,57.81,45.08,7.15,45.0,High
40.77,34.61,23.37,6.94,37.39,Medium
75.0,63.42,73.15,7.55,67.75,High
83.05,75.76,69.71,6.99,64.97,High
78.38,58.49,75.8,7.0,56.76,High
35.35,9.96,12.45,6.0,25.31,Low
37.71,18.95,18.19,4.72,18.42,Low
10.53,7.63,15.41,5.57,23.91,Low
17.22,11.97,19.91,5.05,5.0,Low
44.4,32.78,23.19,6.09,33.43,Medium
33.69,18.13,10.84,5.69,24.37,Low
94.25,30.0,39.01,7.88,73.8,High
44.03,39.06,26.88,6.1,52.15,Medium
55.79,27.07,24.39,6.85,27.81,Medium
27.88,19.58,15.08,4.76,5.0,Low
33.0,14.9,7.55,4.89,20.53,Low
20.01,6.03,11.96,6.0,10.75,Low
58.78,22.32,34.06,5.78,47.54,Medium
49.13,48.01,28.61,5.5,59.19,Medium
22.21,17.25,11.42,5.82,15.86,Low
43.68,15.0,25.55,6.3,60.93,Medium
45.75,15.5,17.85,5.17,39.04,Low
72.36,21.54,28.62,7.07,69.35,Medium
23.19,20.17,7.31,5.75,13.53,Low
101.83,62.78,51.89,6.8,77.64,High
84.12,39.5,35.08,7.18,64.42,High
99.58,44.48,66.02,6.81,61.85,High
97.83,43.59,62.94,6.93,54.95,High
70.08,36.83,23.08,5.51,61.39,Medium
75.65,37.39,51.87,6.51,53.67,High
17.54,22.0,8.91,5.41,26.92,Low
90.73,33.42,43.25,6.84,60.57,High
35.56,10.97,5.27,5.35,30.18,Low
80.52,47.93,55.92,6.65,69.84,High
107.16,66.94,61.24,7.12,66.11,High
47.74,34.75,40.07,5.5,48.7,Medium
89.76,66.44,47.89,6.97,62.68,High
101.2,52.52,64.65,6.27,52.97,High
55.79,23.73,39.28,6.81,32.89,Medium
39.41,34.22,34.49,7.18,45.26,Medium
60.49,36.51,16.31,5.54,49.82,Medium
22.7,4.11,5.8,5.79,42.34,Low
88.9,57.47,71.91,6.65,69.37,High
60.0,54.18,57.4,7.17,67.49,High
62.69,48.62,62.03,7.29,49.31,High
61.95,24.93,24.22,7.5,70.0,Medium
16.47,8.86,10.73,4.4,40.24,Low
25.81,7.99,8.62,5.57,32.16,Low
48.87,43.09,22.26,5.62,37.48,Medium
69.87,29.97,28.11,7.25,25.0,Medium
24.95,14.23,13.92,4.49,25.02,Low
56.92,32.25,28.06,6.0,37.15,Medium
106.09,70.48,49.52,6.11,78.36,High
41.29,17.66,32.52,6.5,36.11,Medium
63.94,24.13,31.5,6.91,56.33,Medium
109.83,57.15,63.33,7.17,66.1,High
25.61,7.47,0.2,5.39,21.44,Low
22.44,1.62,15.94,4.16,28.09,Low
102.95,38.89,56.03,6.85,52.31,High
103.04,47.98,41.14,7.24,60.74,High
31.33,5.64,15.44,5.2,5.0,Low
100.6,61.86,63.63,6.36,75.66,High
31.87,19.81,35.64,7.5,39.47,Medium
98.69,50.26,34.37,6.36,77.68,High
16.95,6.91,15.93,3.5,30.88,Low
53.59,27.01,31.1,6.49,38.2,Medium
36.7,2.4,6.65,5.09,32.11,Low
24.46,15.88,24.83,5.5,17.12,Low
55.84,30.17,34.21,7.09,30.81,Medium
90.96,50.69,56.82,6.81,61.87,High
91.55,66.37,58.32,6.67,77.14,High
25.2,23.59,14.09,5.19,19.24,Low
25.82,14.69,14.59,4.22,12.51,Low
57.66,32.79,21.28,5.82,35.11,Medium
63.98,26.44,35.4,6.3,26.5,Medium
72.65,49.57,39.11,8.0,63.83,High
25.64,20.81,7.76,5.48,17.28,Low
107.08,62.01,77.43,6.48,69.95,High
60.86,44.0,42.52,5.5,53.62,Medium
97.8,79.72,49.63,7.8,52.25,High
93.76,40.1,67.38,7.08,69.4,High
21.8,3.15,27.61,4.27,23.65,Low
58.54,29.13,15.0,6.47,38.83,Medium
76.17,27.14,18.84,6.46,50.45,Medium
70.23,42.35,42.29,6.05,44.77,Medium
45.92,28.99,28.03,6.53,44.76,Medium
38.59,21.52,27.15,6.08,46.51,Medium
56.43,38.69,32.04,6.85,54.55,Medium
41.57,36.49,32.7,5.9,70.0,Medium
25.68,5.0,20.47,4.01,22.62,Low
38.17,6.75,8.55,4.58,18.66,Low
42.43,10.38,10.89,6.0,15.06,Low
34.09,15.13,11.3,4.42,28.65,Low
41.91,37.37,18.81,6.47,48.67,Medium
53.84,15.0,33.04,6.36,54.27,Medium
94.76,44.19,53.12,6.75,51.9,High
81.25,47.73,60.49,6.9,55.3,High
83.12,48.51,58.77,8.0,89.33,High
23.87,15.61,7.96,3.61,22.69,Low
64.68,43.38,29.04,6.87,50.98,Medium
109.44,50.39,49.44,6.95,73.43,High
19.01,2.79,5.73,4.01,22.72,Low
11.35,10.07,15.24,4.93,18.93,Low
34.85,18.9,13.46,4.92,27.21,Low
89.36,37.68,40.62,6.0,60.62,High
86.15,60.0,46.72,7.28,61.75,High
40.86,43.06,50.7,6.19,37.22,Medium
42.81,15.0,33.86,5.61,46.55,Medium
19.48,8.56,11.23,6.0,24.08,Low
116.26,70.26,39.79,6.68,68.85,High
95.93,46.14,80.64,6.0,50.04,High
87.74,61.71,47.48,7.59,62.08,High
18.53,11.87,8.37,4.35,16.98,Low
20.97,10.39,10.76,5.28,10.81,Low
63.87,16.25,42.41,6.26,50.58,Medium
80.0,21.35,27.17,6.63,58.69,Medium
46.67,34.73,15.0,6.87,70.0,Medium
49.55,41.72,32.62,6.57,43.92,Medium
46.0,18.54,41.32,5.5,55.4,Medium
34.4,31.89,17.36,6.19,39.86,Medium
59.83,34.19,18.26,6.57,54.96,Medium
51.7,35.99,31.12,7.5,46.35,Medium
63.23,43.95,26.31,6.56,31.36,Medium
50.18,29.06,55.0,6.6,59.64,Medium
30.42,10.32,13.61,5.3,37.68,Low
74.58,56.97,52.73,7.14,84.09,High
98.93,70.73,46.24,7.28,54.46,High
113.54,30.0,51.58,6.39,62.42,High
94.05,57.76,55.71,7.29,45.0,High
19.99,11.36,4.93,5.46,26.17,Low
8.13,19.25,12.67,6.0,36.11,Low
41.04,33.31,38.77,5.64,53.1,Medium
75.29,31.23,50.63,6.0,66.16,High
15.21,16.68,2.68,4.48,18.86,Low
57.89,26.88,23.77,5.5,48.87,Medium
96.33,72.08,30.0,7.97,60.96,High
27.16,10.12,9.15,5.75,16.56,Low
16.14,4.39,9.9,4.76,32.7,Low
44.11,45.86,40.56,6.11,29.51,Medium
68.15,37.55,34.62,5.73,41.64,Medium
25.79,14.58,7.21,3.5,35.37,Low
54.45,18.52,21.49,5.5,70.0,Medium
42.06,49.34,30.93,5.98,34.56,Medium
23.63,19.74,19.8,4.09,19.55,Low
14.23,13.61,9.42,4.94,35.85,Low
69.99,15.0,33.57,6.72,49.01,Medium
87.65,37.45,59.68,6.36,67.76,High
54.49,30.02,15.14,7.5,55.55,Medium
55.34,21.52,29.05,6.8,64.44,Medium
95.08,46.55,30.0,7.32,68.49,High
22.52,13.79,18.08,4.98,8.97,Low
48.92,24.08,16.28,5.87,48.62,Medium
32.82,5.34,15.16,4.2,27.32,Low
22.88,22.85,15.47,3.8,27.09,Low
55.88,35.84,46.47,7.5,59.23,Medium
58.23,31.87,17.15,5.5,50.62,Medium
51.41,30.41,29.34,5.7,68.73,Medium
45.66,41.99,28.28,6.41,38.43,Medium
59.65,22.64,35.8,6.5,27.33,Medium
99.76,44.3,49.74,7.1,68.32,High
14.23,11.21,1.47,4.54,39.39,Low
81.77,31.56,43.98,6.07,63.75,High
31.6,24.46,12.73,5.5,30.05,Low
100.52,59.86,55.78,7.46,65.47,High
24.34,15.09,8.45,4.88,25.94,Low
30.0,29.37,45.25,6.19,46.27,Medium
26.95,12.25,16.71,4.67,35.96,Low
69.48,18.9,28.11,6.21,53.68,Medium
78.73,40.44,59.66,7.01,62.77,High
24.48,12.69,11.29,4.96,20.18,Low
63.66,19.64,24.29,5.88,55.82,Medium
19.5,12.8,7.7,5.06,12.02,Low
63.45,25.0,17.27,6.08,53.66,Medium
36.07,3.11,24.68,4.83,23.81,Low
10.27,22.99,20.57,3.71,12.21,Low
58.32,29.54,34.34,5.5,58.6,Medium
106.61,55.27,46.05,6.88,51.68,High
36.73,18.07,27.6,6.11,57.41,Medium
12.49,11.71,17.31,5.06,20.83,Low
46.66,15.0,35.68,6.2,57.92,Medium
36.65,29.26,15.0,7.47,70.0,Medium
58.34,31.85,30.68,6.88,58.29,Medium
99.73,68.95,52.48,7.49,58.64,High
69.08,15.0,21.72,6.41,51.79,Medium
25.72,8.26,8.72,4.52,28.27,Low
100.28,63.97,75.0,7.24,77.36,High
66.78,35.55,29.16,6.56,43.08,Medium
10.16,17.19,16.63,5.33,35.29,Low
87.46,68.45,45.65,7.03,60.43,High
30.64,37.35,26.32,5.91,70.0,Medium
85.56,59.84,58.31,6.65,57.84,High
37.08,21.25,18.96,3.96,24.15,Low
42.73,34.34,42.43,6.89,53.17,Medium
35.79,6.58,12.73,4.73,13.07,Low
17.19,15.48,19.31,4.44,12.5,Low
64.82,50.09,51.41,6.94,74.14,High
48.41,27.11,24.93,6.38,64.73,Medium
23.64,9.91,8.86,5.5,21.27,Low
56.88,18.95,32.8,6.36,47.32,Medium
60.6,31.38,27.43,5.5,36.81,Medium
49.88,36.11,45.74,5.94,46.59,Medium
51.32,16.29,31.96,6.72,36.98,Medium
31.38,5.16,3.07,5.92,14.52,Low
51.09,35.22,36.2,6.37,43.32,Medium
67.71,36.06,36.33,5.5,25.0,Medium
29.22,13.93,22.27,4.56,22.65,Low
52.74,39.77,31.7,7.0,33.67,Medium
34.15,17.36,10.57,3.5,27.87,Low
89.42,70.93,54.08,6.53,71.45,High
32.56,8.36,14.57,4.56,27.81,Low
82.23,76.28,54.1,6.0,67.94,High
82.22,53.11,70.95,7.55,48.31,High
39.79,27.12,20.54,5.52,58.84,Medium
62.12,17.92,23.36,5.88,54.32,Medium
51.15,35.75,45.16,6.3,36.05,Medium
30.0,44.3,35.56,6.53,49.02,Medium
30.0,40.37,28.92,6.72,48.1,Medium
84.89,47.13,43.46,6.93,69.44,High
14.69,13.24,6.91,5.75,28.15,Low
19.26,9.29,0.0,5.6,6.67,Low
60.0,58.37,31.97,7.84,65.62,High
16.49,19.7,6.21,4.98,27.66,Low
40.99,10.46,8.35,6.0,31.84,Low
75.72,54.0,54.58,7.31,45.0,High
43.66,34.6,28.6,5.5,50.78,Medium
23.41,10.48,7.65,5.34,28.75,Low
23.65,7.56,5.87,5.76,11.09,Low
39.14,21.87,8.59,4.56,25.4,Low
85.56,42.36,53.4,6.45,53.38,High
63.17,28.63,35.3,7.36,47.22,Medium
60.0,58.93,65.93,6.32,71.02,High
24.1,19.66,8.99,5.81,39.53,Low
23.95,15.97,15.37,3.66,14.55,Low
61.82,15.0,18.1,6.11,49.84,Medium
98.79,64.5,56.51,6.61,56.43,High
80.49,63.65,30.0,6.41,69.96,High
23.09,0.16,11.26,5.26,13.8,Low
89.14,30.0,59.8,6.87,48.3,High
46.98,24.9,43.54,6.34,64.49,Medium
98.68,85.37,60.0,6.85,65.36,High
94.45,60.16,33.09,7.95,47.36,High
102.35,55.21,45.21,6.33,68.67,High
88.92,65.83,56.52,6.5,55.46,High
12.32,17.34,8.67,5.65,25.14,Low
62.43,25.06,19.7,7.03,47.41,Medium
53.48,41.74,48.67,5.92,64.53,Medium
19.53,10.27,15.38,5.41,23.19,Low
27.97,11.81,3.49,5.91,24.89,Low
45.46,15.1,16.76,6.96,65.39,Medium
30.0,26.25,27.26,5.68,49.42,Medium
33.39,2.77,23.36,5.46,28.12,Low
45.19,24.66,17.37,6.8,29.09,Medium
79.36,31.12,45.45,6.22,46.46,Medium
43.14,55.0,37.95,6.21,25.0,Medium
84.64,48.94,47.96,6.92,60.24,High
12.23,16.84,6.72,5.1,26.36,Low
46.65,35.37,15.0,5.63,48.57,Medium
30.39,1.99,6.88,5.59,5.0,Low
38.89,37.21,22.83,5.5,35.22,Medium
18.58,23.83,15.23,4.44,11.34,Low
98.85,48.26,58.89,6.64,63.62,High
41.42,33.8,31.14,5.78,49.93,Medium
91.43,31.35,63.45,6.38,58.44,High
64.01,24.55,31.63,5.61,32.37,Medium
33.91,13.71,12.11,6.0,16.81,Low
34.11,6.42,0.0,5.38,34.15,Low
105.71,63.25,65.83,6.89,60.36,High
90.24,49.54,56.01,7.12,60.49,High
30.0,27.68,16.19,6.69,45.35,Medium
40.78,22.0,11.57,4.6,7.72,Low
53.94,18.96,30.62,6.08,50.53,Medium
55.63,35.1,15.0,6.54,37.97,Medium
93.38,49.06,46.83,6.62,68.21,High
51.13,40.79,15.12,5.54,40.3,Medium
51.91,38.62,15.0,6.3,66.91,Medium
37.38,27.55,22.52,6.72,50.37,Medium
47.49,34.93,28.7,6.42,52.96,Medium
75.58,36.55,46.79,7.21,54.69,High
44.9,41.05,28.11,6.83,33.21,Medium
21.52,19.04,13.84,4.37,15.54,Low
20.79,8.31,22.1,4.98,11.71,Low
68.4,44.87,27.87,6.5,42.5,Medium
103.98,62.21,78.05,6.89,58.01,High
55.77,24.77,25.41,7.07,41.98,Medium
28.75,11.98,15.67,5.12,37.31,Low
19.63,0.0,12.52,5.05,17.03,Low
112.53,52.02,48.5,7.24,74.4,High
68.7,66.07,64.98,6.72,61.7,High
34.9,24.95,35.14,5.88,49.51,Medium
24.86,15.64,13.39,4.19,22.44,Low
63.87,37.42,15.0,6.6,37.91,Medium
86.44,55.1,57.37,7.57,54.07,High
100.83,32.84,56.63,6.68,71.63,High
27.02,20.43,15.35,5.02,36.51,Low
86.3,52.87,30.69,6.4,55.53,High
21.56,13.32,0.01,4.98,16.67,Low
53.93,29.63,31.25,5.88,33.08,Medium
60.79,15.0,38.4,6.63,46.2,Medium
34.95,7.42,4.59,4.75,45.0,Low
35.76,21.44,49.96,6.69,54.49,Medium
104.91,62.82,35.86,6.5,58.65,High
52.21,33.24,47.82,7.5,56.16,Medium
80.0,24.71,24.98,6.08,51.74,Medium
47.92,30.44,27.86,6.27,33.68,Medium
72.47,48.86,49.96,6.0,49.97,High
35.49,9.28,26.16,5.65,25.17,Low
86.65,41.69,57.9,7.76,48.38,High
56.45,38.29,35.53,6.9,50.94,Medium
91.82,84.97,68.65,7.42,79.14,High
69.65,50.15,41.53,7.71,52.27,High
77.62,41.69,55.11,7.24,47.53,High
76.79,46.62,72.59,6.78,74.92,High
10.26,16.68,15.18,6.0,43.03,Low
11.14,11.35,13.3,5.46,20.84,Low
84.87,42.44,58.79,7.4,65.81,High
76.42,47.75,51.13,7.96,54.52,High
27.65,23.2,14.26,5.18,31.55,Low
107.67,47.47,52.64,6.07,68.28,High
60.25,20.72,26.13,5.66,46.71,Medium
40.92,30.21,19.42,6.85,33.89,Medium
9.92,10.81,12.61,4.72,20.81,Low
31.84,6.96,8.75,5.7,33.43,Low
86.01,55.26,66.98,7.08,61.08,High
52.73,15.0,46.94,6.27,46.92,Medium
32.48,16.6,13.11,4.89,25.03,Low
55.13,36.03,27.05,6.41,70.0,Medium
72.48,41.56,46.62,6.98,36.86,Medium
55.47,34.35,39.31,6.35,70.0,Medium
27.07,15.35,14.29,4.59,32.65,Low
114.79,81.05,55.82,7.65,73.98,High
44.3,18.19,31.22,6.18,46.91,Medium
25.86,5.27,8.8,4.13,18.07,Low
88.23,30.0,45.58,7.79,53.7,High
49.5,24.68,30.8,5.98,51.75,Medium
60.0,47.96,39.94,6.67,62.96,High
35.68,27.08,5.79,4.42,15.29,Low
94.14,62.34,56.35,6.45,57.02,High
40.27,29.56,34.67,5.87,70.0,Medium
103.97,35.76,76.03,7.11,83.94,High
34.78,7.84,2.03,5.1,31.93,Low
50.84,30.37,40.03,6.03,43.95,Medium
31.83,22.6,49.71,5.5,40.9,Medium
61.45,29.12,38.03,6.76,42.36,Medium
46.17,40.6,39.07,6.74,66.09,Medium
48.96,32.96,35.84,5.97,61.83,Medium
71.85,47.89,31.2,6.18,48.28,Medium
56.7,30.5,42.1,7.35,66.01,Medium
12.57,19.81,8.34,4.19,31.13,Low
60.24,31.51,27.19,6.93,64.76,Medium
19.18,14.06,19.63,5.55,38.03,Low
53.91,19.81,22.9,5.5,47.53,Medium
21.81,15.37,18.88,5.5,27.04,Low
115.63,34.85,34.43,6.84,70.75,High
32.41,12.72,10.67,6.0,40.36,Low
27.66,17.19,12.93,5.02,31.37,Low
70.38,56.45,65.38,6.41,66.64,High
66.73,70.64,60.97,6.22,65.06,High
5.64,12.64,7.77,4.9,13.61,Low
64.07,27.4,27.81,6.43,55.5,Medium
26.08,20.87,5.24,4.23,16.61,Low
45.11,30.99,42.17,6.09,41.57,Medium
26.14,16.63,11.05,4.34,25.64,Low
76.5,56.47,61.84,6.61,70.61,High
16.53,19.22,11.72,4.6,20.0,Low
41.74,34.9,27.2,6.52,31.63,Medium
40.11,30.26,27.86,5.74,54.26,Medium
52.99,15.0,15.0,6.58,49.29,Medium
103.54,39.74,61.05,7.08,61.16,High
16.7,10.63,10.13,4.65,22.34,Low
38.5,8.6,2.39,4.01,12.34,Low
80.0,35.18,41.78,7.35,55.81,Medium
60.63,37.31,23.61,5.86,59.89,Medium
89.69,54.93,48.38,7.29,67.46,High
66.32,56.04,46.17,6.0,56.68,High
58.34,24.86,32.63,6.78,65.97,Medium
117.94,66.25,51.69,6.44,73.9,High
76.35,43.13,31.13,7.9,62.89,High
17.12,13.52,12.98,6.0,17.39,Low
37.11,17.36,11.38,6.0,27.36,Low
24.64,11.71,4.98,4.98,32.73,Low
96.25,69.1,62.42,6.83,57.54,High
109.8,63.68,52.24,6.0,55.19,High
45.94,18.39,40.18,6.02,43.37,Medium
77.67,45.56,47.58,6.75,73.05,High
13.57,8.04,4.13,5.1,23.33,Low
37.57,14.78,7.52,5.12,38.65,Low
23.71,8.73,19.47,4.6,12.28,Low
23.47,8.57,21.48,4.79,33.0,Low
28.18,6.06,12.89,5.64,41.39,Low
93.87,53.07,60.49,6.63,89.69,High
58.44,33.05,47.78,6.64,55.82,Medium
65.49,45.75,17.14,6.37,63.06,Medium
41.97,24.08,46.22,5.94,37.61,Medium
95.82,70.59,55.91,7.57,76.47,High
34.91,38.55,42.88,5.68,69.46,Medium
55.11,44.53,30.95,6.23,56.14,Medium
33.85,52.75,29.07,6.84,50.58,Medium
94.32,31.95,65.21,6.55,65.83,High
45.69,32.02,17.67,6.5,47.45,Medium
94.67,42.23,38.7,7.04,57.46,High
55.67,36.1,26.4,6.47,43.64,Medium
90.72,67.14,60.96,7.21,45.0,High
36.45,15.9,5.32,5.38,14.5,Low
94.09,83.03,66.8,6.12,64.24,High
104.55,54.87,41.35,6.66,72.2,High
117.15,55.86,54.01,6.73,65.12,High
93.98,56.17,67.89,7.01,55.58,High
103.46,50.47,41.23,7.1,53.31,High
60.0,41.49,63.19,7.19,48.67,High
49.33,28.3,26.03,6.62,51.45,Medium
30.51,19.36,13.22,5.51,20.07,Low
58.77,54.57,26.99,6.19,56.13,Medium
60.0,48.7,34.65,6.77,71.85,High
40.79,25.61,36.33,6.18,41.27,Medium
52.45,39.35,21.8,6.38,35.7,Medium
40.96,23.17,29.18,6.3,48.73,Medium
4.94,15.3,11.83,5.37,22.59,Low
20.89,11.7,3.51,5.34,16.44,Low
102.15,82.38,65.24,7.11,72.09,High
87.0,43.91,41.98,6.0,58.37,High
41.92,15.43,17.63,4.69,8.2,Low
19.04,10.19,24.78,4.29,26.22,Low
53.77,33.45,30.09,6.09,57.9,Medium
39.63,15.0,22.97,6.65,49.78,Medium
67.19,56.59,73.21,6.57,58.15,High
53.12,15.0,15.0,7.37,66.85,Medium
12.71,15.03,4.01,3.76,9.91,Low
58.88,41.98,41.6,6.25,46.72,Medium
72.6,47.87,57.72,7.0,48.75,High
115.49,59.05,54.59,6.53,59.3,High
34.45,20.93,13.08,5.41,33.71,Low
41.66,49.64,41.12,7.5,43.56,Medium
92.58,50.68,66.12,6.91,66.95,High
18.9,6.61,11.75,5.31,22.31,Low
44.82,27.3,38.04,6.19,56.57,Medium
13.99,4.48,8.44,6.0,24.01,Low
62.34,53.82,67.34,6.95,68.46,High
40.76,24.74,8.97,4.53,26.71,Low
76.66,71.37,59.83,6.33,60.82,High
86.19,66.21,46.58,6.24,51.6,High
58.0,27.65,34.24,5.96,49.29,Medium
58.26,34.33,38.66,7.14,44.81,Medium
61.86,53.92,20.81,6.42,43.22,Medium
26.79,4.23,2.97,5.21,35.06,Low
17.36,13.65,0.0,4.81,21.36,Low
52.38,25.32,25.77,5.91,39.74,Medium
61.58,69.34,55.99,6.72,61.31,High
18.42,19.7,4.98,5.71,20.67,Low
52.32,19.67,30.2,6.93,44.07,Medium
46.72,25.46,37.19,5.5,45.28,Medium
30.16,2.11,20.38,5.33,38.89,Low
54.84,29.39,37.24,6.03,43.35,Medium
95.05,65.38,38.65,6.55,45.0,High
118.97,67.8,50.62,6.94,53.99,High
59.11,21.44,21.14,5.5,66.15,Medium
89.15,54.19,35.58,6.03,66.38,High
24.79,20.65,3.27,5.79,8.66,Low
25.66,11.57,7.5,6.0,35.96,Low
57.67,36.63,22.57,7.5,41.78,Medium
68.57,56.32,67.29,6.0,49.72,High
73.84,28.7,16.11,5.52,57.26,Medium
34.58,19.61,7.83,5.21,18.14,Low
73.27,16.81,29.99,6.7,66.55,Medium
79.64,55.48,69.85,6.39,79.26,High
53.54,33.68,15.0,6.45,50.44,Medium
67.65,26.42,33.87,6.6,48.83,Medium
51.43,20.69,34.6,5.5,35.41,Medium
62.11,39.62,20.87,5.99,66.2,Medium
116.3,35.36,65.97,7.48,49.23,High
68.73,29.84,41.16,6.47,52.33,Medium
71.39,20.31,33.54,6.42,27.93,Medium
84.88,53.86,61.76,7.27,45.0,High
51.64,35.62,49.18,6.25,30.22,Medium
31.18,15.0,38.5,5.68,70.0,Medium
32.64,38.64,39.15,6.45,31.87,Medium
83.44,43.84,76.28,6.45,60.42,High
10.67,5.41,14.71,4.51,30.89,Low
53.74,37.32,43.88,6.81,59.87,Medium
17.68,11.99,13.44,4.49,13.29,Low
59.32,42.34,40.22,6.62,39.7,Medium
91.63,82.46,53.5,6.27,85.24,High
94.0,67.86,42.31,7.24,62.76,High
52.75,29.29,31.51,7.04,48.04,Medium
50.78,24.61,45.15,6.22,70.0,Medium
39.08,27.13,34.08,6.02,50.73,Medium
52.39,18.72,17.78,5.5,57.89,Medium
59.53,19.65,55.0,5.5,52.72,Medium
10.41,9.9,0.0,4.83,12.68,Low
120.34,34.14,44.17,6.56,72.57,High
65.38,27.78,31.28,6.23,51.27,Medium
103.56,78.47,35.93,6.74,60.85,High
47.52,21.03,42.31,6.67,60.73,Medium
27.06,15.36,15.85,3.91,16.69,Low
97.85,45.97,47.43,7.03,58.31,High
107.78,48.81,51.3,6.65,67.82,High
44.49,24.21,30.94,6.14,31.15,Medium
65.26,28.45,26.11,7.42,51.12,Medium
26.0,18.06,15.65,5.54,45.0,Low
37.84,13.34,9.17,5.19,28.3,Low
21.6,11.14,19.94,4.95,32.65,Low
9.04,4.3,12.06,4.64,21.22,Low
28.94,25.45,13.79,5.48,8.47,Low
17.4,7.27,10.25,4.88,25.56,Low
31.57,10.75,10.02,5.63,24.11,Low
81.01,59.26,68.42,6.0,61.86,High
43.78,13.57,10.07,5.02,16.35,Low
50.0,20.4,21.44,5.93,63.8,Medium
3.2,9.46,10.14,3.74,25.45,Low
89.21,66.38,43.7,6.05,57.35,High
80.0,42.96,15.0,7.5,55.97,Medium
60.0,74.99,61.09,6.19,56.79,High
55.57,30.37,17.53,6.63,49.94,Medium
93.35,64.53,53.45,7.12,52.14,High
16.96,11.68,7.48,5.35,26.08,Low
20.04,6.37,6.77,5.38,5.0,Low
41.61,37.03,27.58,6.41,56.08,Medium
52.93,48.13,21.69,5.87,45.12,Medium
61.61,36.15,26.14,6.33,43.07,Medium
42.44,40.62,35.16,5.65,49.66,Medium
94.97,60.67,48.66,6.27,54.91,High
14.71,12.86,9.72,4.7,34.85,Low
30.0,38.75,15.41,7.05,52.52,Medium
109.77,44.85,46.31,6.61,73.59,High
10.29,11.49,13.02,4.65,24.55,Low
47.33,29.35,30.29,6.05,51.96,Medium
54.34,34.66,26.31,5.5,54.1,Medium
87.82,60.83,65.17,6.68,79.81,High
28.2,17.99,3.76,4.27,21.56,Low
119.46,80.82,48.45,7.53,48.46,High
42.66,41.7,25.78,5.99,60.2,Medium
30.0,26.56,31.34,5.7,47.09,Medium
73.19,33.41,23.01,6.1,33.71,Medium
59.94,30.58,27.18,6.79,36.41,Medium
72.81,30.0,52.14,7.49,45.0,High
78.37,51.52,44.72,6.51,68.5,High
53.9,19.66,32.07,6.14,62.25,Medium
38.06,21.88,50.22,5.82,41.74,Medium
65.03,27.31,34.89,5.65,70.0,Medium
51.08,23.29,40.88,6.04,40.35,Medium
64.85,35.73,31.25,5.72,38.03,Medium
108.14,37.51,43.45,6.53,54.45,High
74.49,57.25,44.92,6.0,63.89,High
62.45,38.73,25.62,5.5,43.02,Medium
62.66,44.35,38.86,7.05,63.17,High
60.2,28.49,30.8,6.18,49.53,Medium
47.51,46.74,32.16,6.88,44.42,Medium
32.43,15.0,36.99,7.17,40.41,Medium
35.09,12.34,13.0,5.44,17.44,Low
90.92,44.85,47.35,6.23,59.96,High
13.24,9.66,13.48,6.0,32.18,Low
62.2,42.37,45.5,5.75,37.04,Medium
48.85,26.49,36.74,6.45,48.02,Medium
52.66,26.34,36.48,6.01,45.55,Medium
52.66,34.6,39.08,6.07,53.68,Medium
103.62,68.99,48.87,6.21,55.71,High
39.78,6.37,5.33,4.49,33.14,Low
16.17,5.57,12.24,3.5,25.48,Low
46.68,55.0,19.38,5.52,49.23,Medium
58.57,22.74,30.7,5.5,25.59,Medium
39.72,13.25,11.15,4.51,31.08,Low
21.18,14.13,23.05,4.54,28.17,Low
18.37,0.0,10.66,3.63,32.51,Low
23.72,12.55,16.23,5.36,17.74,Low
40.54,27.3,20.47,5.5,35.85,Medium
72.38,17.51,33.59,6.55,25.0,Medium
14.03,7.94,4.86,5.2,5.0,Low
93.5,50.05,75.58,6.91,66.48,High
92.95,44.11,47.13,6.55,76.47,High
45.98,23.19,23.82,6.19,69.51,Medium
59.6,37.27,41.29,5.67,25.0,Medium
85.76,48.93,45.19,6.67,69.4,High
75.0,44.8,42.58,6.0,76.71,High
33.22,26.27,39.27,6.17,53.53,Medium
14.42,4.37,11.27,4.92,21.85,Low
52.53,44.84,33.45,7.13,48.62,Medium
50.39,24.74,15.0,5.8,66.72,Medium
50.8,24.49,19.86,6.52,42.15,Medium
54.8,35.05,16.42,6.35,40.4,Medium
54.86,31.7,18.22,6.44,47.86,Medium
