soil_moisture,temperature,humidity,ph,rainfall_mm,ET0,ETc,vpd_proxy,depletion,crop_type_enc,growth_stage_enc,irrigation_label
53.0,19.32,27.99,7.38,195.09,0.5,0.44,13.912,0.0,6,1,1
87.0,26.44,8.72,3.81,53.12,0.5,0.525,24.134,0.08,4,0,0
22.0,18.7,22.2,7.63,53.1,0.5,0.46,14.549,64.93,3,1,3
69.0,17.48,19.59,6.33,71.41,0.5,0.517,14.056,13.17,0,3,0
42.0,25.7,11.66,6.16,116.69,0.5,0.6,22.703,28.24,1,0,1
84.0,23.28,12.4,7.29,74.9,0.5,0.575,20.393,0.0,3,0,0
12.0,25.04,17.96,6.16,102.09,0.5,0.48,20.543,61.86,5,1,3
52.0,36.46,4.64,6.23,71.08,0.5,0.46,34.768,30.11,8,1,1
52.0,36.46,4.64,6.23,71.08,0.5,0.575,34.768,30.4,3,0,1
58.0,16.08,26.89,6.29,23.04,0.5,0.51,11.756,37.1,1,2,1
26.0,15.85,23.01,6.7,37.46,0.5,0.51,12.203,65.24,5,2,3
89.0,18.76,25.27,7.17,197.21,0.5,0.69,14.019,0.0,1,3,0
77.0,18.59,13.78,6.55,188.52,0.5,0.42,16.028,0.0,7,1,0
31.0,19.88,26.06,6.18,184.98,0.5,0.661,14.699,21.1,3,3,1
27.0,28.2,8.34,6.45,149.3,0.5,0.604,25.848,34.52,2,3,2
12.0,14.17,31.52,5.8,119.1,0.5,0.51,9.704,57.37,1,2,3
52.0,30.95,5.26,5.89,107.01,0.5,0.525,29.322,20.65,7,0,1
29.0,28.32,10.68,6.49,191.45,0.5,0.661,25.295,21.37,3,3,1
40.0,24.66,16.19,8.42,78.45,0.5,0.45,20.668,40.11,0,0,2
30.0,23.24,14.6,6.56,20.76,0.5,0.575,19.847,65.88,8,0,3
85.0,29.55,2.62,7.6,43.36,0.5,0.46,28.776,4.54,8,1,0
24.0,19.46,24.42,5.74,124.98,0.5,0.51,14.708,43.8,1,2,2
59.0,28.84,5.86,5.55,167.05,0.5,0.604,27.15,0.0,7,3,1
90.0,37.17,3.38,5.87,107.32,0.5,0.575,35.914,0.0,3,0,0
22.0,17.63,27.85,6.33,21.85,0.5,0.604,12.72,73.66,7,3,3
56.0,22.35,18.97,5.75,143.76,0.5,0.446,18.11,6.61,7,2,1
32.0,28.46,7.81,7.04,91.92,0.5,0.51,26.237,44.65,5,2,2
56.0,29.91,5.61,7.86,81.71,0.5,0.604,28.232,23.62,2,3,1
65.0,34.22,3.66,4.95,161.78,0.5,0.446,32.968,0.0,4,2,0
8.0,30.95,5.31,6.74,55.3,0.5,0.661,29.307,78.84,8,3,4
31.0,27.86,8.16,7.71,68.04,0.5,0.489,25.587,52.0,3,2,3
44.0,27.85,9.69,5.67,103.68,0.5,0.661,25.151,29.88,8,3,1
70.0,14.0,31.96,5.64,102.8,0.5,0.446,9.526,3.58,4,2,0
84.0,25.56,9.18,6.59,59.27,0.5,0.525,23.214,1.44,2,0,0
18.0,30.27,3.27,7.91,108.83,0.5,0.46,29.28,54.0,8,1,3
60.0,31.09,3.11,7.34,111.23,0.5,0.446,30.123,11.32,2,2,1
39.0,14.82,32.05,6.66,193.71,0.5,0.383,10.07,10.07,0,2,1
67.0,23.02,15.48,5.73,113.07,0.5,0.525,19.457,4.03,7,0,0
38.0,34.56,3.1,6.23,74.66,0.5,0.383,33.489,42.96,0,2,2
14.0,25.22,5.07,6.74,232.7,0.5,0.36,23.941,24.57,0,1,1
17.0,24.26,14.26,9.16,55.61,0.5,0.45,20.801,69.23,0,0,3
13.0,28.66,6.01,5.7,212.87,0.5,0.604,26.938,31.49,2,3,2
65.0,30.91,5.36,6.27,104.44,0.5,0.604,29.253,8.53,4,3,0
71.0,22.57,16.23,6.09,21.26,0.5,0.383,18.907,24.26,0,2,1
25.0,17.2,20.89,5.9,65.52,0.5,0.42,13.607,58.5,4,1,3
1.0,34.4,2.24,7.33,68.97,0.5,0.69,33.629,82.25,1,3,4
68.0,22.12,15.52,6.36,74.94,0.5,0.517,18.687,13.22,0,3,0
44.0,17.23,17.2,5.84,172.05,0.5,0.69,14.266,11.64,1,3,1
53.0,35.52,4.06,6.64,108.51,0.5,0.69,34.078,19.66,1,3,1
68.0,19.46,21.19,5.32,96.24,0.5,0.446,15.336,7.34,2,2,0
63.0,17.04,18.86,6.43,39.24,0.5,0.42,13.826,27.54,7,1,1
87.0,20.72,23.19,5.57,109.02,0.5,0.42,15.915,0.0,2,1,0
81.0,22.62,16.29,6.16,20.89,0.5,0.446,18.935,14.52,7,2,0
8.0,17.53,22.4,5.78,108.32,0.5,0.45,13.603,64.11,0,0,3
74.0,18.42,35.2,6.16,52.51,0.5,0.525,11.936,13.25,7,0,0
60.0,28.8,7.94,5.76,90.05,0.5,0.45,26.513,17.0,0,0,1
9.0,31.52,4.85,6.16,105.08,0.5,0.575,29.991,64.29,8,0,3
65.0,34.37,1.9,7.6,69.76,0.5,0.51,33.717,17.59,1,2,1
6.0,21.02,22.5,5.51,138.24,0.5,0.575,16.291,58.41,8,0,3
51.0,30.9,3.57,7.37,89.12,0.5,0.51,29.797,26.4,1,2,1
48.0,33.08,0.7,7.59,73.45,0.5,0.604,32.848,33.84,4,3,2
43.0,29.48,5.87,6.47,144.16,0.5,0.489,27.75,19.61,3,2,1
71.0,23.13,20.27,6.66,66.72,0.5,0.6,18.442,12.63,5,0,0
51.0,19.66,23.45,6.0,22.22,0.5,0.42,15.05,44.1,2,1,1
77.0,30.17,3.5,7.53,115.36,0.5,0.489,29.114,0.0,3,2,0
32.0,22.03,17.0,5.97,67.72,0.5,0.48,18.285,51.06,5,1,3
47.0,30.92,8.6,7.21,139.86,0.5,0.525,28.261,16.85,7,0,1
20.0,20.67,23.69,8.63,55.52,0.5,0.42,15.773,66.18,2,1,3
43.0,21.1,23.7,8.87,64.57,0.5,0.575,16.099,41.14,3,0,2
51.0,19.08,25.54,7.42,199.48,0.5,0.525,14.207,0.0,2,0,1
4.0,31.14,3.87,6.88,56.48,0.5,0.575,29.935,82.31,3,0,4
52.0,18.43,26.49,7.13,150.63,0.5,0.525,13.548,8.96,7,0,1
51.0,22.12,17.36,6.56,27.57,0.5,0.42,18.28,42.67,4,1,1
55.0,31.38,2.69,7.37,102.7,0.5,0.6,30.536,18.99,5,0,1
39.0,30.44,4.26,6.12,118.68,0.5,0.489,29.143,30.43,3,2,2
81.0,35.04,5.66,6.64,90.99,0.5,0.446,33.057,0.0,7,2,0
71.0,34.67,1.91,6.92,74.01,0.5,0.604,34.008,10.68,4,3,0
21.0,28.16,6.27,6.22,224.4,0.5,0.517,26.394,20.19,0,3,1
16.0,29.85,4.68,6.28,91.73,0.5,0.36,28.453,60.33,0,1,3
58.0,19.5,11.89,6.68,108.41,0.5,0.446,17.181,14.08,7,2,1
76.0,31.27,1.42,7.37,62.83,0.5,0.468,30.826,8.34,6,2,0
49.0,31.26,5.36,6.82,46.87,0.5,0.489,29.584,39.67,8,2,2
22.0,21.35,31.07,6.01,213.36,0.5,0.51,14.717,22.13,5,2,1
29.0,13.97,32.74,6.42,122.21,0.5,0.36,9.396,39.17,0,1,2
14.0,21.65,18.85,6.41,24.52,0.5,0.525,17.569,80.74,2,0,4
4.0,35.33,3.8,6.61,107.91,0.5,0.489,33.987,68.32,3,2,3
71.0,31.06,3.86,6.1,104.48,0.5,0.6,29.861,2.51,1,0,0
90.0,36.66,3.75,5.73,100.77,0.5,0.525,35.285,0.0,4,0,0
62.0,22.41,19.48,5.79,130.06,0.5,0.604,18.045,4.67,7,3,1
38.0,29.22,6.23,6.31,61.83,0.5,0.44,27.4,46.54,6,1,2
68.0,31.54,4.1,6.18,112.98,0.5,0.46,30.247,2.89,8,1,0
40.0,28.5,10.64,6.78,117.94,0.5,0.489,25.468,29.63,3,2,1
8.0,17.53,22.4,5.78,108.32,0.5,0.6,13.603,64.49,5,0,3
46.0,23.8,12.95,6.46,43.97,0.5,0.661,20.718,43.87,3,3,2
79.0,14.54,30.3,5.69,121.5,0.5,0.48,10.134,0.0,1,1,0
58.0,29.31,6.14,6.42,84.63,0.5,0.6,27.51,20.83,1,0,1
42.0,17.24,28.65,6.78,25.32,0.5,0.604,12.301,52.73,7,3,2
19.0,33.74,3.04,5.38,177.58,0.5,0.383,32.714,34.39,0,2,2
75.0,30.54,3.35,5.89,119.63,0.5,0.55,29.517,0.0,6,0,0
76.0,30.94,4.43,5.67,203.93,0.5,0.604,29.569,0.0,7,3,0
43.0,21.1,23.7,8.87,64.57,0.5,0.44,16.099,40.8,6,1,2
58.0,30.99,4.25,6.18,88.44,0.5,0.6,29.673,19.81,5,0,1
76.0,16.17,32.38,7.3,176.53,0.5,0.604,10.934,0.0,2,3,0
77.0,16.66,30.06,6.16,112.31,0.5,0.44,11.652,0.0,6,1,0
72.0,23.3,17.46,6.83,93.0,0.5,0.44,19.232,4.19,6,1,0
37.0,29.32,5.81,6.14,182.45,0.5,0.6,27.617,15.63,1,0,1
71.0,24.94,17.26,7.6,79.21,0.5,0.525,20.635,9.1,4,0,0
23.0,24.12,15.16,7.48,180.51,0.5,0.36,20.463,29.55,0,1,1
90.0,19.98,23.4,5.86,115.2,0.5,0.525,15.305,0.0,7,0,0
28.0,35.52,4.17,6.12,75.03,0.5,0.46,34.039,53.05,8,1,3
23.0,23.89,11.1,7.69,41.03,0.5,0.44,21.238,67.11,6,1,3
76.0,19.38,23.52,6.16,21.97,0.5,0.383,14.822,19.07,0,2,1
47.0,18.82,25.29,6.57,175.57,0.5,0.51,14.06,7.25,5,2,1
52.0,28.46,5.96,5.9,95.83,0.5,0.36,26.764,23.23,0,1,1
89.0,30.54,9.84,6.02,76.68,0.5,0.517,27.535,0.0,0,3,0
13.0,19.07,29.62,6.95,44.96,0.5,0.51,13.421,76.23,5,2,4
21.0,27.54,8.2,5.68,68.85,0.5,0.42,25.282,61.61,2,1,3
88.0,25.88,11.28,6.47,66.19,0.5,0.489,22.961,0.0,8,2,0
13.0,27.04,6.56,6.04,109.09,0.5,0.604,25.266,59.29,2,3,3
65.0,20.41,41.44,6.98,185.28,0.5,0.575,11.952,0.0,8,0,0
36.0,34.3,2.76,5.92,129.01,0.5,0.446,33.353,30.56,7,2,2
82.0,22.94,20.25,5.87,109.23,0.5,0.69,18.295,0.0,5,3,0
22.0,17.95,16.77,6.25,171.63,0.5,0.51,14.94,33.3,5,2,2
14.0,30.69,5.48,6.42,59.66,0.5,0.55,29.008,71.4,6,0,4
62.0,33.53,1.4,6.81,65.66,0.5,0.446,33.061,21.53,4,2,1
29.0,18.48,14.16,6.42,224.59,0.5,0.69,15.863,12.57,1,3,1
60.0,18.26,23.23,6.49,56.76,0.5,0.383,14.018,25.75,0,2,1
19.0,21.76,19.27,5.68,87.05,0.5,0.468,17.567,58.85,6,2,3
78.0,36.71,3.57,6.19,84.23,0.5,0.44,35.399,0.54,6,1,0
7.0,18.06,27.2,5.77,105.02,0.5,0.51,13.148,66.14,5,2,3
13.0,18.98,22.65,7.06,46.76,0.5,0.45,14.681,75.6,0,0,4
50.0,14.51,32.97,6.88,154.66,0.5,0.525,9.726,9.89,4,0,1
14.0,31.72,2.52,7.99,110.22,0.5,0.468,30.921,57.64,6,2,3
57.0,32.87,3.46,6.1,119.22,0.5,0.575,31.733,12.5,8,0,1
19.0,22.6,9.38,6.76,183.49,0.5,0.604,20.48,33.36,7,3,2
10.0,30.78,3.81,5.67,90.43,0.5,0.525,29.607,67.09,7,0,3
24.0,30.84,5.18,6.65,57.23,0.5,0.6,29.242,62.17,5,0,3
69.0,19.68,22.84,5.87,95.94,0.5,0.525,15.185,6.61,2,0,0
83.0,27.89,9.32,6.84,105.69,0.5,0.51,25.291,0.0,5,2,0
85.0,23.98,13.11,5.19,95.75,0.5,0.69,20.836,0.0,5,3,0
71.0,32.12,4.87,5.85,101.05,0.5,0.42,30.556,2.98,7,1,0
4.0,22.99,13.38,7.76,92.24,0.5,0.468,19.914,72.46,6,2,4
67.0,19.1,21.22,5.68,96.09,0.5,0.55,15.047,8.64,6,0,0
85.0,16.53,21.0,6.0,69.31,0.5,0.468,13.059,0.0,6,2,0
8.0,24.42,11.94,6.21,42.01,0.5,0.69,21.504,82.47,1,3,4
66.0,31.02,4.69,6.12,53.33,0.5,0.51,29.565,20.99,5,2,1
76.0,25.15,15.54,6.31,70.87,0.5,0.525,21.242,6.33,2,0,0
46.0,30.86,4.7,6.65,51.19,0.5,0.51,29.41,41.56,5,2,2
21.0,31.69,9.01,6.55,79.74,0.5,0.45,28.835,58.77,0,0,3
4.0,36.36,4.35,6.71,95.71,0.5,0.6,34.778,71.86,1,0,4
5.0,32.51,8.38,6.83,80.98,0.5,0.604,29.786,74.82,2,3,4
18.0,30.36,1.52,7.76,64.78,0.5,0.661,29.899,66.3,3,3,3
9.0,30.56,5.71,6.77,57.45,0.5,0.661,28.815,77.26,3,3,4
46.0,22.69,16.78,5.89,134.36,0.5,0.48,18.883,19.21,1,1,1
31.0,19.14,23.81,6.72,194.18,0.5,0.6,14.583,18.49,5,0,1
53.0,31.08,4.04,7.23,71.84,0.5,0.6,29.824,29.26,5,0,1
57.0,30.52,3.09,6.95,100.2,0.5,0.661,29.577,17.81,3,3,1
2.0,18.82,20.79,6.59,51.56,0.5,0.517,14.907,85.48,0,3,4
78.0,26.39,7.4,5.73,94.38,0.5,0.489,24.437,0.0,8,2,0
22.0,34.0,1.05,6.6,63.57,0.5,0.575,33.643,62.41,3,0,3
5.0,26.23,10.32,7.05,111.72,0.5,0.489,23.523,66.3,8,2,3
27.0,21.28,20.92,5.61,139.03,0.5,0.44,16.828,36.86,6,1,2
6.0,31.78,3.57,7.42,70.23,0.5,0.69,30.645,76.91,1,3,4
14.0,27.16,6.62,6.26,92.0,0.5,0.51,25.362,62.63,1,2,3
24.0,25.23,9.68,5.06,98.47,0.5,0.489,22.788,50.85,8,2,3
25.0,34.92,2.9,6.88,98.74,0.5,0.46,33.907,49.7,8,1,2
57.0,23.65,16.53,6.16,57.05,0.5,0.36,19.741,28.62,0,1,1
89.0,17.34,22.83,5.94,102.86,0.5,0.604,13.381,0.0,2,3,0
73.0,25.65,9.23,6.14,88.57,0.5,0.446,23.283,4.39,2,2,0
76.0,31.27,1.42,7.37,62.83,0.5,0.6,30.826,8.67,5,0,0
36.0,18.27,27.62,6.7,186.69,0.5,0.489,13.224,15.22,3,2,1
32.0,19.93,23.99,5.72,138.41,0.5,0.604,15.149,32.43,7,3,2
24.0,28.76,7.33,6.53,81.06,0.5,0.446,26.652,55.4,7,2,3
69.0,33.59,3.67,6.21,119.85,0.5,0.44,32.357,0.0,6,1,0
46.0,28.18,2.53,7.84,50.89,0.5,0.48,27.467,41.57,5,1,2
68.0,20.93,37.33,5.95,224.56,0.5,0.46,13.117,0.0,8,1,0
39.0,30.44,4.26,6.12,118.68,0.5,0.632,29.143,30.79,6,3,2
44.0,30.95,3.21,7.51,101.28,0.5,0.575,29.957,30.31,8,0,2
15.0,36.32,4.28,6.8,106.62,0.5,0.661,34.766,58.09,3,3,3
89.0,29.72,2.47,7.45,63.38,0.5,0.44,28.986,0.0,6,1,0
77.0,33.77,3.39,7.31,134.86,0.5,0.468,32.625,0.0,6,2,0
84.0,27.42,8.8,6.4,113.12,0.5,0.51,25.007,0.0,5,2,0
39.0,27.32,7.38,6.7,108.06,0.5,0.48,25.304,33.25,1,1,2
12.0,19.36,21.06,6.37,231.74,0.5,0.69,15.283,27.65,5,3,1
70.0,32.3,4.52,5.93,90.11,0.5,0.446,30.84,6.98,7,2,0
37.0,26.85,8.82,6.4,69.4,0.5,0.661,24.482,46.06,8,3,2
54.0,16.39,30.28,6.19,24.7,0.5,0.517,11.427,40.68,0,3,1
21.0,18.83,21.8,5.45,95.89,0.5,0.525,14.725,54.63,7,0,3
3.0,20.04,22.86,6.27,21.19,0.5,0.46,15.459,92.47,8,1,4
47.0,28.2,8.04,6.81,90.45,0.5,0.468,25.933,29.94,6,2,1
47.0,16.25,27.42,6.42,28.23,0.5,0.55,11.794,46.81,6,0,2
63.0,18.18,17.92,6.31,111.22,0.5,0.446,14.922,8.32,2,2,1
84.0,34.0,2.54,6.71,70.86,0.5,0.575,33.136,0.0,8,0,0
55.0,19.97,21.84,6.94,97.52,0.5,0.525,15.609,20.19,7,0,1
72.0,27.45,2.95,7.29,35.15,0.5,0.525,26.64,19.9,7,0,1
18.0,17.4,22.62,6.89,108.55,0.5,0.46,13.464,54.07,3,1,3
66.0,29.8,5.84,6.06,121.7,0.5,0.48,28.06,2.6,1,1,0
59.0,32.48,3.81,6.1,117.29,0.5,0.575,31.243,11.02,8,0,1
69.0,33.59,3.67,6.21,119.85,0.5,0.69,32.357,0.62,1,3,0
25.0,32.75,3.4,7.06,165.41,0.5,0.46,31.636,31.84,3,1,2
10.0,21.49,27.03,7.78,257.0,0.5,0.489,15.681,22.38,3,2,1
89.0,17.34,22.83,5.94,102.86,0.5,0.575,13.381,0.0,8,0,0
38.0,18.34,22.38,6.09,68.38,0.5,0.517,14.236,44.98,0,3,2
10.0,27.38,13.09,6.65,75.58,0.5,0.525,23.796,71.07,4,0,4
31.0,19.88,26.06,6.18,184.98,0.5,0.51,14.699,20.73,1,2,1
65.0,30.54,4.75,8.62,76.32,0.5,0.661,29.089,16.21,8,3,1
17.0,28.24,8.67,8.99,74.44,0.5,0.46,25.792,64.21,8,1,3
24.0,25.23,9.68,5.06,98.47,0.5,0.45,22.788,50.75,0,0,3
78.0,30.22,5.04,6.32,225.63,0.5,0.604,28.697,0.0,4,3,0
54.0,23.68,11.78,7.84,69.31,0.5,0.575,20.89,28.87,3,0,1
57.0,26.86,6.32,6.41,109.95,0.5,0.575,25.162,14.99,8,0,1
31.0,15.93,19.52,6.17,65.7,0.5,0.446,12.82,52.52,4,2,3
63.0,33.28,7.15,6.59,96.46,0.5,0.517,30.9,12.46,0,3,1
63.0,30.79,4.68,6.26,49.43,0.5,0.45,29.349,24.88,0,0,1
17.0,28.24,8.67,8.99,74.44,0.5,0.604,25.792,64.57,4,3,3
62.0,35.24,2.96,6.39,108.76,0.5,0.661,34.197,10.52,3,3,1
50.0,14.87,28.47,5.61,114.84,0.5,0.446,10.637,20.35,4,2,1
59.0,31.32,8.02,6.35,145.11,0.5,0.42,28.808,3.18,4,1,1
66.0,32.04,3.77,6.05,110.33,0.5,0.575,30.832,5.89,3,0,0
65.0,31.24,5.37,6.28,53.66,0.5,0.446,29.562,21.74,4,2,1
5.0,16.02,20.7,5.83,70.96,0.5,0.36,12.704,76.89,0,1,4
68.0,30.59,4.43,5.9,86.56,0.5,0.69,29.235,10.54,1,3,0
8.0,18.93,31.66,6.5,277.96,0.5,0.632,12.937,19.13,6,3,1
44.0,22.58,16.08,6.45,28.79,0.5,0.446,18.949,49.4,2,2,2
10.0,25.42,4.75,6.76,197.4,0.5,0.525,24.213,38.44,4,0,2
37.0,33.72,3.3,4.75,137.23,0.5,0.45,32.607,27.37,0,0,1
2.0,17.27,23.57,6.22,50.5,0.5,0.55,13.199,85.85,6,0,4
6.0,21.02,22.5,5.51,138.24,0.5,0.525,16.291,58.28,2,0,3
67.0,34.45,1.93,7.37,61.91,0.5,0.69,33.785,18.14,5,3,1
21.0,19.42,20.58,5.94,182.65,0.5,0.42,15.423,31.12,2,1,2
52.0,16.32,21.74,5.66,73.29,0.5,0.525,12.772,29.68,4,0,1
14.0,31.06,3.9,7.26,96.33,0.5,0.42,29.849,61.25,7,1,3
31.0,30.02,5.92,6.16,74.46,0.5,0.46,28.243,50.2,3,1,3
77.0,18.41,22.72,5.42,91.1,0.5,0.48,14.227,0.0,5,1,0
55.0,25.48,9.09,5.07,97.73,0.5,0.604,23.164,20.33,4,3,1
69.0,22.8,14.4,6.98,48.8,0.5,0.6,19.517,19.43,5,0,1
24.0,26.84,8.52,5.61,74.2,0.5,0.48,24.553,57.33,5,1,3
63.0,28.69,5.91,6.58,43.12,0.5,0.446,26.994,26.57,2,2,1
42.0,19.0,29.5,6.95,243.51,0.5,0.517,13.395,0.0,0,3,1
63.0,17.22,54.84,6.55,35.7,0.5,0.661,7.777,29.09,8,3,1
21.0,23.51,8.43,6.92,122.76,0.5,0.661,21.528,47.77,3,3,2
56.0,33.82,3.35,6.42,136.05,0.5,0.446,32.687,8.67,7,2,1
31.0,21.19,18.9,6.0,151.89,0.5,0.446,17.185,29.43,2,2,1
48.0,16.79,29.77,6.15,29.11,0.5,0.46,11.792,45.35,3,1,2
37.0,26.85,8.82,6.4,69.4,0.5,0.632,24.482,45.99,6,3,2
27.0,27.83,12.75,5.85,94.3,0.5,0.51,24.282,49.02,5,2,2
4.0,19.2,26.42,6.19,186.23,0.5,0.36,14.127,47.02,0,1,2
13.0,17.5,28.72,6.19,22.06,0.5,0.36,12.474,81.99,0,1,4
70.0,15.5,28.49,6.32,122.23,0.5,0.383,11.084,0.0,0,2,0
74.0,21.17,24.25,5.03,68.8,0.5,0.525,16.036,8.88,2,0,0
45.0,21.13,22.32,6.27,298.56,0.5,0.661,16.414,0.0,8,3,1
12.0,19.16,15.18,6.37,209.85,0.5,0.6,16.252,33.29,5,0,2
18.0,20.52,22.51,7.32,150.25,0.5,0.6,15.901,43.25,1,0,2
28.0,21.07,11.2,6.73,54.02,0.5,0.446,18.71,58.65,7,2,3
79.0,19.05,21.28,6.52,94.67,0.5,0.42,14.996,0.0,7,1,0
37.0,20.94,22.58,7.22,265.54,0.5,0.55,16.212,0.0,6,0,1
29.0,26.18,11.26,5.88,118.4,0.5,0.42,23.232,40.34,4,1,2
58.0,16.08,26.89,6.29,23.04,0.5,0.446,11.756,36.95,4,2,1
43.0,17.64,49.85,7.39,37.11,0.5,0.6,8.846,48.56,1,0,2
66.0,31.18,4.22,6.21,107.39,0.5,0.489,29.864,6.46,3,2,0
53.0,31.08,4.04,7.23,71.84,0.5,0.604,29.824,29.27,7,3,1
1.0,31.31,5.33,6.58,57.96,0.5,0.604,29.641,84.98,7,3,4
77.0,20.6,21.56,6.16,25.13,0.5,0.55,16.159,17.64,6,0,1
20.0,19.62,25.28,5.86,107.73,0.5,0.517,14.66,52.44,0,3,3
59.0,31.14,3.68,6.46,43.53,0.5,0.36,29.994,30.24,0,1,1
1.0,27.62,7.92,6.39,59.68,0.5,0.69,25.432,84.74,5,3,4
45.0,17.33,20.23,5.97,65.01,0.5,0.604,13.824,39.1,4,3,2
20.0,21.1,17.02,6.97,90.4,0.5,0.525,17.509,57.1,4,0,3
9.0,19.06,21.14,6.43,44.01,0.5,0.55,15.031,80.59,6,0,4
16.0,28.86,7.0,6.13,44.21,0.5,0.42,26.84,73.21,7,1,4
71.0,18.52,18.83,6.77,44.57,0.5,0.661,15.033,18.72,3,3,1
56.0,18.43,14.35,5.74,224.32,0.5,0.525,15.785,0.0,2,0,1
35.0,19.44,22.9,6.81,89.74,0.5,0.383,14.988,41.92,0,2,2
33.0,16.42,21.37,5.69,74.54,0.5,0.55,12.911,48.41,6,0,2
49.0,24.4,13.2,8.03,58.28,0.5,0.6,21.179,36.89,1,0,2
14.0,25.8,13.56,6.82,88.68,0.5,0.575,22.302,63.68,3,0,3
53.0,19.4,26.25,5.62,104.63,0.5,0.42,14.307,20.03,4,1,1
87.0,18.31,28.29,6.14,194.58,0.5,0.6,13.13,0.0,5,0,0
53.0,24.11,10.78,7.32,45.43,0.5,0.46,21.511,35.98,3,1,1
40.0,24.66,16.19,8.42,78.45,0.5,0.517,20.668,40.28,0,3,2
18.0,26.94,12.36,6.5,70.66,0.5,0.446,23.61,64.19,2,2,3
77.0,27.32,5.97,6.6,113.25,0.5,0.468,25.689,0.0,6,2,0
3.0,19.94,12.08,6.8,174.4,0.5,0.46,17.531,51.44,3,1,3
71.0,24.66,12.8,9.46,50.28,0.5,0.575,21.504,16.97,8,0,1
77.0,29.43,5.2,5.76,98.0,0.5,0.51,27.9,0.0,1,2,0
7.0,18.72,19.09,7.13,108.48,0.5,0.51,15.146,65.22,5,2,3
15.0,20.74,21.86,5.66,100.05,0.5,0.661,16.206,59.85,3,3,3
84.0,37.6,3.51,6.47,76.41,0.5,0.489,36.28,0.0,3,2,0
35.0,17.45,18.92,7.03,51.1,0.5,0.36,14.148,52.21,0,1,2
87.0,32.88,3.95,6.49,108.66,0.5,0.69,31.581,0.0,5,3,0
39.0,27.32,7.38,6.7,108.06,0.5,0.604,25.304,33.56,7,3,2
52.0,22.07,10.9,6.66,214.41,0.5,0.48,19.664,0.0,1,1,1
20.0,20.29,24.1,9.11,32.71,0.5,0.46,15.4,72.39,8,1,3
35.0,16.69,21.08,6.42,67.1,0.5,0.632,13.172,48.61,6,3,2
90.0,31.25,4.7,6.03,44.4,0.5,0.525,29.781,0.0,7,0,0
29.0,28.35,8.3,5.62,147.04,0.5,0.6,25.997,33.12,5,0,2
72.0,15.82,20.94,6.49,65.07,0.5,0.468,12.507,11.74,6,2,0
90.0,30.87,5.45,5.78,106.13,0.5,0.383,29.188,0.0,0,2,0
56.0,19.1,27.38,7.02,257.49,0.5,0.604,13.87,0.0,7,3,1
24.0,25.23,9.68,5.06,98.47,0.5,0.69,22.788,51.35,5,3,3
3.0,20.04,22.86,6.27,21.19,0.5,0.604,15.459,92.83,2,3,4
69.0,25.84,11.72,6.41,109.6,0.5,0.468,22.812,2.81,6,2,0
71.0,30.2,1.66,6.78,68.57,0.5,0.69,29.699,12.36,5,3,0
39.0,30.66,4.8,6.22,49.29,0.5,0.6,29.188,49.3,5,0,2
41.0,20.6,21.21,6.09,190.42,0.5,0.69,16.231,9.72,1,3,1
90.0,20.9,20.06,7.12,196.62,0.5,0.51,16.707,0.0,1,2,0
80.0,23.06,16.76,5.69,139.29,0.5,0.525,19.195,0.0,7,0,0
4.0,16.96,18.84,7.13,50.47,0.5,0.661,13.765,84.14,3,3,4
46.0,15.29,33.04,6.86,183.41,0.5,0.51,10.238,6.15,1,2,1
35.0,33.83,3.5,6.52,78.97,0.5,0.55,32.646,45.22,6,0,2
41.0,32.77,1.14,7.12,74.62,0.5,0.575,32.396,40.45,8,0,2
73.0,31.28,5.07,7.16,106.28,0.5,0.48,29.694,0.0,1,1,0
18.0,31.36,1.79,7.6,109.86,0.5,0.446,30.799,53.69,2,2,3
2.0,33.34,7.74,5.55,74.51,0.5,0.44,30.759,79.14,6,1,4
31.0,18.71,31.47,6.95,202.38,0.5,0.661,12.822,16.44,8,3,1
16.0,29.15,5.75,5.83,224.83,0.5,0.51,27.474,25.05,5,2,1
48.0,32.72,2.43,7.5,73.59,0.5,0.46,31.925,33.44,3,1,2
63.0,30.94,5.16,6.1,48.46,0.5,0.42,29.343,25.07,7,1,1
8.0,32.1,8.7,5.57,88.08,0.5,0.42,29.307,69.46,4,1,3
35.0,19.85,23.16,6.35,20.21,0.5,0.55,15.253,60.96,6,0,2
55.0,18.78,33.3,6.96,48.34,0.5,0.46,12.526,33.2,3,1,1
4.0,17.74,25.74,6.7,161.89,0.5,0.468,13.174,53.8,6,2,3
2.0,24.45,9.42,6.12,194.31,0.5,0.604,22.147,47.46,4,3,2
25.0,28.84,2.69,6.39,107.41,0.5,0.446,28.064,47.34,4,2,2
12.0,19.49,55.17,7.04,226.66,0.5,0.69,8.737,29.01,5,3,1
19.0,22.6,9.38,6.76,183.49,0.5,0.489,20.48,33.07,3,2,2
50.0,28.14,12.24,6.47,74.05,0.5,0.42,24.696,31.21,2,1,1
76.0,36.12,4.7,5.71,75.82,0.5,0.632,34.422,5.27,6,3,0
75.0,19.09,25.85,7.03,38.8,0.5,0.69,14.155,16.33,1,3,1
25.0,34.71,5.41,6.63,87.93,0.5,0.48,32.832,52.65,1,1,3
39.0,29.17,6.21,6.16,191.3,0.5,0.383,27.359,10.72,0,2,1
